ID,Year,Start,End,Operation,Parent,Duration (days),Days into parent,Drones,Air to air,Cruise missiles,Aerial bombing,Close air support,Ground troops,Paramil,US allies,State targets,Non-state targets,Latitude,Longitude,Urban,Forest,Mountain,Side A casualties,Side B casualties,Civilian casualties,US casualties,Latitude_Clean,Longitude_Clean
218,2009,8/12/2009,8/15/2009,Battle of Dahaneh,War in Afghanistan,3,2866,0,0,0,1,1,1,0,2,1,1,330.285.568.237.305,621.421.127.319.336,0,0,1,1,21,,1,33.02855682,62.14211273
191,2009,9/4/2009,9/4/2009,2009 Kunduz airstrike,War in Afghanistan,0,2889,0,0,0,1,0,0,0,1,1,1,367.285.907,688.680.663,0,0,1,,,100,,36.7285907,68.8680663
174,2009,9/14/2009,9/14/2009,2009 Baraawe raid,Operation Enduring Freedom – Horn of Africa,0,2534,0,0,0,0,1,0,1,0,1,2,111.333.334.445.953,440.302.772.521.973,2,0,0,0,6,,0,1.11333334,44.03027725
201,2009,10/3/2009,10/3/2009,Battle of Kamdesh,War in Afghanistan,0,2918,0,0,0,1,1,1,0,2,1,1,354.230.995.178.223,713.289.031.982.422,0,0,1,12,150,,8,35.42309952,71.3289032
219,2009,12/4/2009,12/12/2009,Operation Cobra's Anger,War in Afghanistan,8,2980,0,0,0,0,1,1,0,2,1,2,324.000.226,644.318.916,0,0,1,4,16,,,32.4000226,64.4318916
257,2009,12/16/2009,12/18/2009,Operation Septentrion,War in Afghanistan,2,2992,0,0,0,0,1,0,1,0,1,1,346.313.402,697.182.676,0,0,1,,,,,34.6313402,69.7182676
239,2009,12/27/2009,12/27/2009,Night raid on Narang,War in Afghanistan,0,3003,0,0,0,0,0,0,1,1,1,1,347.575.631,710.376.754,0,0,1,,,10,,34.7575631,71.0376754
263,2010,2/12/2010,2/12/2010,Raid on Khataba,War in Afghanistan,0,3050,0,0,0,0,0,1,0,0,1,1,335.999.984.741.211,692.169.418.334.961,0,0,1,,,,,33.59999847,69.21694183
228,2010,2/13/2010,12/7/2010,Operation Moshtarak,War in Afghanistan,297,3051,1,0,0,1,1,1,1,6,1,3,315.166.664.123.535,641.166.687.011.719,0,0,1,61,120,28,45,31.51666641,64.1166687
276,2010,2/21/2010,2/21/2010,Uruzgan helicopter attack,War in Afghanistan,0,3059,0,0,0,0,1,0,1,0,1,1,329.271.287,661.415.263,0,0,1,,,30,,32.9271287,66.1415263
270,2010,6/10/2010,6/14/2010,Shah Wali Kot Offensive,War in Afghanistan,4,3168,0,0,0,0,1,0,0,2,1,1,320.740.778,661.415.263,0,0,1,0,100,,0,32.0740778,66.1415263
221,2010,7/1/2010,5/1/2011,Battle of Sangin (2010),War in Afghanistan,304,3189,0,0,0,0,0,1,0,3,1,1,320.710.999,648.525.866,0,0,1,,,,,32.0710999,64.8525866
192,2010,7/23/2010,7/23/2010,2010 Sangin airstrike,War in Afghanistan,0,3211,0,0,0,1,0,0,0,1,1,1,320.710.999,648.525.866,0,0,1,,39,46,,32.0710999,64.8525866
98,2010,9/10/2010,9/13/2010,Battle of the Palm Grove,Iraq conflict (2003–present),3,2731,0,0,0,1,1,1,0,1,0,1,337.733.487,451.494.505,0,0,0,5,,,0,33.7733487,45.1494505
245,2010,9/15/2010,12/31/2010,Operation Dragon Strike,War in Afghanistan,107,3265,0,0,0,0,0,1,0,2,2,1,309.960.679,65.475.736,0,0,1,42,,,34,30.9960679,65.475736
206,2010,10/31/2010,11/4/2010,Operation Halmazag,War in Afghanistan,4,3311,0,0,0,0,1,1,0,3,1,1,367.285.511,688.678.982,0,0,1,0,12,,0,36.7285511,68.8678982
243,2010,11/12/2010,11/25/2010,Operation Bulldog Bite,War in Afghanistan,13,3323,0,0,0,1,1,1,0,1,1,1,348.465.893,71.097.317,0,0,1,10,101,,7,34.8465893,71.097317
237,2011,3/1/2011,3/1/2011,Mano Gai airstrike,War in Afghanistan,0,3432,0,0,0,0,1,0,0,0,1,0,348.728.983,711.556.204,0,0,1,,,9,,34.8728983,71.1556204
280,2011,3/17/2011,3/17/2011,Datta Khel airstrike,Insurgency in Khyber Pakhtunkhwa,0,2557,1,0,0,0,0,0,0,0,1,2,331.500.015.258.789,704.333.343.505.859,0,0,1,,,,,33.15000153,70.43333435
67,2011,3/23/2011,10/31/2011,Operation Unified Protector,Libyan Crisis,222,,1,0,0,1,0,0,0,17,1,0,263.351,17.228.331,,,,,,,,26.3351,17.228331
198,2011,3/29/2011,4/8/2011,Battle of Barawala Kalay Valley,War in Afghanistan,10,3460,0,0,0,0,1,1,1,0,1,1,348.465.893,71.097.317,0,0,1,6,100,,6,34.8465893,71.097317
200,2011,5/25/2011,5/25/2011,Battle of Do Ab,War in Afghanistan,0,3517,0,0,0,1,1,1,1,2,1,1,353.250.223,709.071.236,0,0,1,0,270,,0,35.3250223,70.9071236
246,2011,6/24/2011,6/30/2011,Operation Hammer Down,War in Afghanistan,6,3547,0,0,0,1,0,0,0,1,1,1,35,71.1,0,0,1,3,120,,,35,71.1
196,2011,8/26/2011,8/26/2011,Baraki Barak airstrike,War in Afghanistan,0,3610,0,0,0,1,0,0,0,0,1,1,339.690.929,689.509.787,0,0,1,,,6,,33.9690929,68.9509787
184,2011,10/12/2011,9/1/2017,Operation Observant Compass,Operation Enduring Freedom – Horn of Africa,2151,3292,0,0,0,0,0,0,1,4,1,1,,,,,,,,,,5,27
187,2012,1/25/2012,1/25/2012,Rescue of Jessica Buchanan and Poul Hagen Thisted,Operation Enduring Freedom – Horn of Africa,0,3397,0,0,0,0,0,0,1,0,1,1,614.027.786.254.883,466.255.569.458.008,1,0,0,0,9,0,0,6.14027786,46.62555695
193,2012,2/8/2012,2/8/2012,2012 Kapisa airstrike,War in Afghanistan,0,3776,0,0,0,1,0,0,0,0,1,1,349.971.359,698.359.154,0,0,1,,,8,0,34.9971359,69.8359154
264,2012,2/17/2012,2/17/2012,Raid on Kunar,War in Afghanistan,0,3785,0,0,0,1,0,0,1,0,1,1,348.465.893,71.097.317,0,0,1,0,0,6,0,34.8465893,71.097317
233,2012,9/14/2012,9/14/2012,September 2012 raid on Camp Bastion,War in Afghanistan,0,3995,0,0,0,0,1,0,1,2,1,1,313.636.474,639.586.111,0,0,1,2,14,,,31.3636474,63.9586111
175,2013,10/5/2013,10/5/2013,2013 raid on Barawe,Operation Enduring Freedom – Horn of Africa,0,4016,0,0,0,0,0,0,1,0,1,1,11.161.954,440.318.162,2,0,0,0,0,,0,1.1161954,44.0318162
289,2014,3/17/2014,12/3/2016,Shabwah Governorate offensive,Yemeni Crisis,992,,1,0,0,1,0,0,0,2,1,1,143.545.083,470.802.023,0,0,1,30,35,,0,14.3545083,47.0802023
80,2014,6/5/2014,10/8/2014,Salahuddin campaign,American-led intervention in Iraq (2014–present),125,-10,0,0,0,1,0,0,0,10,1,2,345.337.527,43.483.738,,,,,3000,46,0,34.5337527,43.483738
72,2014,6/14/2014,6/14/2014,2014 American raid in Libya,Operation Enduring Freedom – Trans Sahara,0,2685,0,0,0,0,0,0,1,0,0,1,263.351,17.228.331,0,0,0,0,,,0,26.3351,17.228331
173,2014,8/1/2014,8/19/2014,Northern Iraq offensive,Iraq conflict (2003–present),18,4152,0,0,0,1,1,0,0,1,0,1,,,,,,14,100,5000,0,36.35,43.13
43,2014,8/16/2014,5/23/2015,Operation Indian Ocean,Somali Civil War,280,8603,1,0,0,1,0,0,1,2,1,1,5.152.149,46.199.616,0,0,0,,,,,5.152149,46.199616
266,2015,1/1/2015,8/30/2021,Operation Freedom's Sentinel,War in Afghanistan,2433,4834,1,0,0,0,0,1,0,39,1,4,3.393.911,67.709.953,0,0,1,,,,,33.93911,67.709953
171,2015,1/21/2015,2/10/2015,Mosul offensive (2015),Iraq conflict (2003–present),20,4325,0,0,0,1,0,0,0,7,0,1,358.003.005.981.445,432.896.995.544.434,1,0,0,,256,3,,35.8003006,43.28969955
21,2015,2/21/2015,3/17/2015,Al-Hasakah offensive,Syrian Civil War,24,1439,0,0,0,1,1,0,0,8,0,1,36.405.515,407.969.149,2,0,1,155,405,,,36.405515,40.7969149
24,2015,3/17/2015,4/27/2015,Battle of Sarrin (March–April 2015),Syrian Civil War,41,1463,0,0,0,1,0,0,0,6,0,1,365.875.015.258.789,382.997.207.641.602,0,0,1,,24,,,36.58750153,38.29972076
73,2015,4/14/2015,5/3/2015,Al-Karmah offensive (2015),American-led intervention in Iraq (2014–present),19,303,0,0,0,1,0,0,0,3,0,1,333.997.230.529.785,439.088.897.705.078,2,0,0,,676,,,33.39972305,43.90888977
22,2015,5/6/2015,5/31/2015,Al-Hasakah offensive,Syrian Civil War,25,1513,0,0,0,1,0,0,0,4,0,1,36.405.515,407.969.149,2,0,1,55,,85,,36.405515,40.7969149
11,2015,5/15/2015,5/15/2015,May 2015 U.S. special forces raid in Syria,Syrian Civil War,0,1522,0,0,0,0,1,0,1,1,0,1,353.296.518,401.350.341,2,0,1,0,62,,0,35.3296518,40.1350341
23,2015,6/18/2015,7/27/2015,Battle of Sarrin (June–July 2015),Syrian Civil War,39,1556,0,0,0,1,0,0,0,5,0,1,365.875.015.258.789,382.997.207.641.602,0,0,1,20,80,,,36.58750153,38.29972076
20,2015,6/23/2015,8/1/2015,Al-Hasakah city offensive (June 2015),Syrian Civil War,39,1561,0,0,0,1,0,0,0,6,0,1,36.507.867,407.462.671,2,0,1,146,361,,,36.507867,40.7462671
74,2015,7/13/2015,6/30/2016,Anbar campaign (2015–16),American-led intervention in Iraq (2014–present),353,393,0,0,0,1,1,0,0,5,0,1,325.597.614,419.196.471,,,,321,3550,158,,32.5597614,41.9196471
267,2015,10/3/2015,10/3/2015,Kunduz hospital airstrike,War in Afghanistan,0,5109,0,0,0,1,0,0,1,0,1,1,367.179.985.046.387,688.622.970.581.055,0,0,1,,,42,,36.7179985,68.86229706
12,2015,10/21/2015,10/21/2015,Operation Tidal Wave II,Syrian Civil War,0,1681,0,0,0,1,0,0,0,0,0,1,344.536.094.665.527,409.366.683.959.961,2,0,0,,,,,34.45360947,40.9366684
7,2015,10/31/2015,11/30/2015,Al-Hawl Offensive (2015),Syrian Civil War,30,1691,0,0,0,1,0,0,0,4,0,1,363.913.993.835.449,411.514.015.197.754,0,0,1,33,493,6,,36.39139938,41.15140152
79,2015,11/12/2015,11/15/2015,November 2015 Sinjar offensive,American-led intervention in Iraq (2014–present),3,515,0,0,0,1,0,0,0,4,0,1,363.224.983.215.332,418.641.662.597.656,0,0,0,,300,,0,36.32249832,41.86416626
172,2015,12/16/2015,12/17/2015,Nineveh Plains offensive,Iraq conflict (2003–present),1,4654,0,0,0,1,1,0,0,5,1,1,366.166.648.864.746,431.166.648.864.746,0,0,1,6,250,,,36.61666489,43.11666489
14,2015,12/23/2015,12/30/2015,Tishrin Dam offensive,Syrian Civil War,7,1744,0,0,0,1,0,0,0,1,0,1,363.814.010.620.117,381.786.003.112.793,0,0,1,9,319,,0,36.38140106,38.17860031
269,2016,2/14/2016,3/6/2016,Nangarhar Offensive (2016),War in Afghanistan,21,5243,1,0,0,0,0,0,0,2,0,1,3.411.669.921.875,702.166.976.928.711,0,0,1,,200,,,34.11669922,70.21669769
8,2016,2/16/2016,2/24/2016,Al-Shaddadi offensive (2016),Syrian Civil War,8,1799,0,0,0,1,0,0,0,2,0,1,360.560.989.379.883,407.303.009.033.203,0,0,1,26,455,40,,36.05609894,40.7303009
284,2016,2/22/2016,8/19/2018,Abyan conflict,Yemeni Crisis,909,,1,0,0,1,0,1,0,5,1,3,136.343.413,460.563.212,0,0,1,244,235,21,,13.6343413,46.0563212
19,2016,3/10/2016,6/8/2016,Northern Aleppo offensive,Syrian Civil War,90,1822,0,0,0,1,0,0,0,2,0,1,362.262.393,374.681.396,0,0,1,61,578,,0,36.2262393,37.4681396
78,2016,3/24/2016,9/22/2016,Mosul offensive (2016),American-led intervention in Iraq (2014–present),182,648,1,0,0,1,1,1,1,7,1,2,358.003.005.981.445,432.896.995.544.434,1,0,0,83,1399,783,1,35.8003006,43.28969955
288,2016,4/24/2016,4/25/2016,Battle of Al Mukalla (2016),Yemeni Crisis,1,,1,0,0,0,0,1,0,4,1,1,145.349.998.474.121,491.235.008.239.746,1,0,1,27,,14,,14.53499985,49.12350082
285,2016,4/26/2016,4/29/2018,Hadramaut Insurgency,Yemeni Crisis,733,,1,0,0,1,0,0,0,4,1,1,169.304.135,493.653.149,0,0,1,143,57,12,,16.9304135,49.3653149
68,2016,5/12/2016,12/6/2016,2016 Sirte offensive,Libyan Crisis,208,,0,0,0,0,0,1,0,3,0,1,312.071.990.966.797,165.916.996.002.197,2,0,0,740,2500,37,1,31.2071991,16.5916996
27,2016,5/21/2016,5/30/2016,Northern Raqqa offensive (May 2016),Syrian Civil War,9,1894,0,0,0,1,0,0,1,1,0,1,359.500.007.629.395,390.167.007.446.289,2,0,1,18,79,,0,35.95000076,39.01670074
26,2016,5/31/2016,8/27/2016,Manbij offensive,Syrian Civil War,88,1904,1,0,0,1,0,1,1,8,0,1,362.262.393,374.681.396,,,,,,444,,36.2262393,37.4681396
33,2016,9/16/2016,9/27/2016,Northern al-Bab offensive,Syrian Civil War,11,2012,0,0,0,0,0,0,1,2,1,1,362.697.715,375.534.526,0,0,1,8,45,,0,36.2697715,37.5534526
13,2016,9/17/2016,9/17/2016,September 2016 Deir ez-Zor air raid,Syrian Civil War,0,2013,0,0,0,1,0,0,0,3,1,0,352.851.153,401.762.432,1,0,1,0,55,,0,35.2851153,40.1762432
30,2016,9/28/2016,10/16/2016,2016 Dabiq offensive,Syrian Civil War,18,2024,0,0,0,0,0,0,1,2,1,1,362.262.393,374.681.396,1,0,1,90,197,,0,36.2262393,37.4681396
31,2016,11/6/2016,2/23/2017,Battle of al-Bab,Syrian Civil War,109,2063,0,0,0,1,0,0,0,3,0,1,362.697.715,375.534.526,0,0,1,559,1348,444,,36.2697715,37.5534526
17,2016,12/8/2016,12/22/2016,Palmyra offensive (December 2016),Syrian Civil War,14,2095,0,0,0,1,0,0,0,0,4,1,342.567.123,383.165.725,0,0,0,149,182,,,34.2567123,38.3165725
18,2016,12/29/2016,5/30/2017,2017 southern Syria offensive,Syrian Civil War,152,2116,0,0,0,1,0,0,1,3,0,1,327.128.968,365.662.858,2,0,1,117,21,,,32.7128968,36.5662858
222,2017,1/1/2017,3/27/2017,Fall of Sangin,War in Afghanistan,85,5565,0,0,0,1,0,0,0,1,1,1,320.710.999,648.525.866,0,0,1,100,32,,,32.0710999,64.8525866
32,2017,1/17/2017,4/5/2017,East Aleppo offensive,Syrian Civil War,78,2135,0,0,0,0,0,0,1,4,1,1,36.372.501.373.291,375.177.993.774.414,2,0,1,174,1250,,,36.37250137,37.51779938
287,2017,1/29/2017,1/29/2017,Raid on Yakla,Yemeni Crisis,0,,0,0,0,0,1,0,1,1,1,1,143.588.662,454.498.065,0,0,1,1,14,20,,14.3588662,45.4498065
265,2017,2/10/2017,2/10/2017,2017 Sangin airstrike,War in Afghanistan,0,5605,0,0,0,1,0,0,0,0,1,1,320.733.337.402.344,64.837.776.184.082,0,0,1,,,20,,32.07333374,64.83777618
4,2017,3/16/2017,3/16/2017,2017 al-Jinah airstrike,Syrian Civil War,0,2193,1,0,0,1,0,0,0,0,1,1,361.078.987.121.582,367.869.987.487.793,1,0,1,,,,,36.10789871,36.78699875
75,2017,3/17/2017,3/17/2017,2017 Mosul airstrike,American-led intervention in Iraq (2014–present),0,1006,0,0,0,1,0,0,0,0,0,1,363.400.001.525.879,431.300.010.681.152,1,0,0,,,278,,36.34000015,43.13000107
29,2017,3/22/2017,5/10/2017,Battle of Tabqa Dam,Syrian Civil War,49,2199,0,0,0,0,1,1,1,6,1,1,355.501.285,384.849.923,0,0,1,,237,,,35.5501285,38.4849923
194,2017,4/13/2017,4/13/2017,2017 Nangarhar airstrike,War in Afghanistan,0,5667,0,0,0,1,0,0,0,0,0,1,340.733.375.549.316,706.312.103.271.484,0,0,1,,,,,34.07333755,70.63121033
76,2017,4/25/2017,6/27/2017,Western Nineveh offensive (2017),American-led intervention in Iraq (2014–present),63,1045,0,0,0,1,0,0,0,2,1,1,36.229.574,422.362.435,0,0,0,20,507,,0,36.229574,42.2362435
238,2017,4/26/2017,4/27/2017,Mohmand Valley raid,War in Afghanistan,1,5680,1,0,0,1,1,0,1,1,1,1,340.733.375.549.316,706.312.103.271.484,0,0,1,2,36,,2,34.07333755,70.63121033
42,2017,5/5/2017,5/5/2017,2017 raid on Barii,Somali Civil War,0,9596,0,0,0,0,0,0,1,1,1,1,101.203.847,496.911.374,0,0,0,1,6,,1,1.01203847,49.6911374
5,2017,5/7/2017,5/7/2017,2017 Shayrat missile strike,Syrian Civil War,0,2245,0,0,1,0,0,0,0,0,1,0,344.941.673.278.809,369.111.099.243.164,2,0,1,,,2,,34.49416733,36.91110992
15,2017,5/7/2017,7/13/2017,2017 Baghdad–Damascus highway offensive,Syrian Civil War,67,2245,0,1,0,1,0,0,1,4,3,1,,,0,0,0,,,,,33.50583,38.61778
16,2017,5/7/2017,7/13/2017,2017 Baghdad–Damascus highway offensive,Syrian Civil War,67,2245,0,0,0,0,0,0,1,4,3,1,,,0,0,0,,,,,33.50583,38.61778
286,2017,5/23/2017,5/23/2017,Raid on Al Hathla,Yemeni Crisis,0,,0,0,0,0,1,0,1,0,1,1,15.515.888,454.498.065,0,0,1,0,7,5,0,15.515888,45.4498065
28,2017,6/6/2017,10/17/2017,Battle of Raqqa (2017),Syrian Civil War,133,2275,0,0,0,1,0,0,0,1,1,1,359.594.106,389.981.052,2,0,1,655,1246,1700,0,35.9594106,38.9981052
10,2017,6/18/2017,6/18/2017,Ja'Din shootdown incident,Syrian Civil War,0,2287,0,1,0,0,0,0,0,1,1,0,356.805.572.509.766,387.111.129.760.742,0,0,1,0,0,0,0,35.68055725,38.71111298
25,2017,9/8/2017,8/4/2018,Deir ez-Zor offensive,Syrian Civil War,330,2369,0,0,0,1,1,1,1,9,0,1,34.802.075,38.996.815,,,,1372,3261,634,,34.802075,38.996815
77,2017,9/20/2017,10/8/2017,Hawija offensive (2017),American-led intervention in Iraq (2014–present),18,1193,0,0,0,1,0,0,0,3,1,1,353.250.007.629.395,437.722.206.115.723,2,0,0,,942,,,35.32500076,43.77222061
179,2017,11/21/2017,11/21/2017,November 2017 Somalia airstrike,Operation Enduring Freedom – Horn of Africa,0,5524,1,0,0,1,0,0,0,0,1,1,4.321.015,452.993.862,0,0,0,0,100,,0,4.321015,45.2993862
6,2018,4/12/2018,4/12/2018,2018 missile strikes against Syria,Syrian Civil War,0,2585,0,0,1,0,0,0,0,2,1,0,34.802.075,38.996.815,0,0,1,,,,,34.802075,38.996815
268,2018,8/10/2018,8/15/2018,Ghazni offensive,War in Afghanistan,5,6151,0,0,0,1,0,1,1,1,1,1,335.491.676.330.566,684.233.322.143.555,2,0,1,170,1000,150,0,33.54916763,68.42333221
180,2018,12/15/2018,12/16/2018,December 2018 airstrikes in Gandarshe,Operation Enduring Freedom – Horn of Africa,1,5913,0,0,0,1,0,0,0,1,1,1,183.333.301.544.189,44.966.667.175.293,0,0,0,,,,,1.83333302,44.96666718
9,2019,1/26/2019,10/27/2019,Barisha raid,Syrian Civil War,274,2874,1,0,1,1,1,0,1,0,1,2,361.657.981.872.559,366.273.994.445.801,0,0,1,0,19,2,0,36.16579819,36.62739944
36,2019,12/29/2019,12/29/2019,December 2019 United States airstrikes in Iraq and Syria,2019–20 Persian Gulf crisis,0,238,0,0,0,1,0,0,0,0,1,1,329.000.015.258.789,415.999.984.741.211,0,0,0,0,25,0,0,32.90000153,41.59999847
34,2020,1/3/2020,1/3/2020,2020 Baghdad International Airport airstrike,2019–20 Persian Gulf crisis,0,243,1,0,0,0,0,0,0,0,2,1,33.258.056.640.625,442.561.111.450.195,2,0,0,,,,,33.25805664,44.25611115
35,2020,1/3/2020,1/3/2020,2020 Baghdad International Airport airstrike,2019–20 Persian Gulf crisis,0,243,1,0,0,0,0,0,0,0,2,1,33.258.056.640.625,442.561.111.450.195,2,0,0,0,10,0,0,33.25805664,44.25611115
37,2021,2/25/2021,2/25/2021,February 2021 United States airstrike in Syria,2019–20 Persian Gulf crisis,0,662,0,0,0,1,0,0,0,0,1,2,344.536.094.665.527,409.366.683.959.961,2,0,0,0,11,0,0,34.45360947,40.9366684
38,2021,6/28/2021,6/28/2021,June 2021 United States airstrike in Syria,2019–20 Persian Gulf crisis,0,785,0,0,0,1,0,0,0,0,1,2,344.536.094.665.527,409.366.683.959.961,2,0,0,0,7,0,0,34.45360947,40.9366684
